StudentID,CourseID,Name,StudyOrNot,Semester,Group
8,43,Âm nhạc - Nhạc lý và Guitar căn bản,0,7,2
8,44,Hội họa,0,7,2
8,45,Những môn chính học kỳ 8,1,8,0
8,46,Phân tích dữ liệu Bayesian,0,8,1
8,47,Đảm bảo chất lượng và Kiểm thử phần mềm ,0,8,1
8,48,Phân tích kinh doanh,0,8,1
8,49,Giải tích ngẫu nhiên cho tài chính,0,8,1
8,50,Những môn chính học kỳ 9,1,9,0
9,1,Những môn chính học kỳ 1,1,1,0
9,2,Những môn chính học kỳ 2,1,2,0
9,3,Logic học,1,2,1
9,4,Phương pháp tính,0,2,1
9,5,Vật lý đại cương,0,2,1
9,6,Toán ứng dụng,0,2,1
9,7,Hàm phức và phép biến đổi Laplace,0,2,1
9,8,Những môn chính học kỳ 3,1,3,0
9,9,Kỹ năng xây dựng kế hoạch ,1,3,1
9,10,Quản trị học,0,3,1
9,11,Quản trị doanh nghiệp,0,3,1
9,12,Kế toán cơ bản,0,3,1
9,13,Môi trường và con người ,0,3,1
9,14,Giao tiếp kinh doanh,0,3,1
9,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
9,16,Những môn chính học kỳ 4,1,4,0
9,17,Giải thuật và tối ưu hoá phân tán,0,4,1
9,18,Trực quan hóa dữ liệu,0,4,1
9,19,Đại số tuyến tính tính toán,1,4,1
9,20,Quá trình ngẫu nhiên,0,4,2
9,21,Các ngôn ngữ truy vấn cơ sở dữ liệu,0,4,2
9,22,Kiến trúc hướng dịch vụ và Điện toán đám mây,0,4,2
9,23,Những môn chính học kỳ 5,1,5,0
9,24,Phân tích chuỗi thời gian,0,5,1
9,25,Xử lý ảnh ,1,5,1
9,26,Kĩ thuật tài chính,0,5,1
9,27,Những môn chính học kỳ 6,1,6,0
9,28,Tiếp thị điện tử ,0,6,1
9,29,Tương tác người máy ,0,6,1
9,30,Giao dịch định lượng,0,6,1
9,31,Nhập môn Robot,0,6,1
9,32,Công nghệ phần mềm ,1,6,2
9,33,Tính toán song song,0,6,2
9,34,Khai phá đồ thị,0,6,2
9,35,Những môn chính học kỳ 7,1,7,0
9,36,Hệ khuyến nghị,0,7,1
9,37,Nhập môn an toàn thông tin,0,7,1
9,38,Lý thuyết trò chơi,1,7,1
9,39,Tâm lí học đại cương,0,7,2
9,40,Cơ sở văn hóa Việt Nam,0,7,2
9,41,Xã hội học,0,7,2
9,42,Tiếng Việt thực hành,1,7,2
9,43,Âm nhạc - Nhạc lý và Guitar căn bản,0,7,2
9,44,Hội họa,0,7,2
9,45,Những môn chính học kỳ 8,1,8,0
9,46,Phân tích dữ liệu Bayesian,0,8,1
9,47,Đảm bảo chất lượng và Kiểm thử phần mềm ,1,8,1
9,48,Phân tích kinh doanh,0,8,1
9,49,Giải tích ngẫu nhiên cho tài chính,0,8,1
9,50,Những môn chính học kỳ 9,1,9,0
10,1,Những môn chính học kỳ 1,1,1,0
10,2,Những môn chính học kỳ 2,1,2,0
10,3,Logic học,1,2,1
10,4,Phương pháp tính,0,2,1
10,5,Vật lý đại cương,0,2,1
10,6,Toán ứng dụng,0,2,1
10,7,Hàm phức và phép biến đổi Laplace,0,2,1
10,8,Những môn chính học kỳ 3,1,3,0
10,9,Kỹ năng xây dựng kế hoạch ,0,3,1
10,10,Quản trị học,0,3,1
10,11,Quản trị doanh nghiệp,0,3,1
10,12,Kế toán cơ bản,0,3,1
10,13,Môi trường và con người ,0,3,1
10,14,Giao tiếp kinh doanh,1,3,1
10,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
10,16,Những môn chính học kỳ 4,1,4,0
10,17,Giải thuật và tối ưu hoá phân tán,0,4,1
10,18,Trực quan hóa dữ liệu,0,4,1
10,19,Đại số tuyến tính tính toán,1,4,1
10,20,Quá trình ngẫu nhiên,0,4,2
10,21,Các ngôn ngữ truy vấn cơ sở dữ liệu,0,4,2
10,22,Kiến trúc hướng dịch vụ và Điện toán đám mây,0,4,2
10,23,Những môn chính học kỳ 5,1,5,0
10,24,Phân tích chuỗi thời gian,0,5,1
10,25,Xử lý ảnh ,1,5,1
10,26,Kĩ thuật tài chính,0,5,1
10,27,Những môn chính học kỳ 6,1,6,0
10,28,Tiếp thị điện tử ,0,6,1
10,29,Tương tác người máy ,0,6,1
10,30,Giao dịch định lượng,0,6,1
10,31,Nhập môn Robot,0,6,1
10,32,Công nghệ phần mềm ,1,6,2
10,33,Tính toán song song,0,6,2
10,34,Khai phá đồ thị,0,6,2
10,35,Những môn chính học kỳ 7,1,7,0
10,36,Hệ khuyến nghị,0,7,1
10,37,Nhập môn an toàn thông tin,0,7,1
10,38,Lý thuyết trò chơi,0,7,1
10,39,Tâm lí học đại cương,0,7,2
10,40,Cơ sở văn hóa Việt Nam,0,7,2
10,41,Xã hội học,0,7,2
10,42,Tiếng Việt thực hành,1,7,2
10,43,Âm nhạc - Nhạc lý và Guitar căn bản,0,7,2
10,44,Hội họa,0,7,2
10,45,Những môn chính học kỳ 8,1,8,0
10,46,Phân tích dữ liệu Bayesian,0,8,1
10,47,Đảm bảo chất lượng và Kiểm thử phần mềm ,0,8,1
10,48,Phân tích kinh doanh,1,8,1
10,49,Giải tích ngẫu nhiên cho tài chính,0,8,1
10,50,Những môn chính học kỳ 9,1,9,0
11,1,Những môn chính học kỳ 1,1,1,0
11,2,Những môn chính học kỳ 2,1,2,0
